address,user,debt,date
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x7a16ff8270133f063aab6c9977183d9e72835428,1000000.0,2023-05-14
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xd0c096ac82eba8d7a26f96ffc34b4e3bba3a1122,5000.0,2023-05-14
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x5180db0237291a6449dda9ed33ad90a38787621c,2000.0,2023-05-15
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x7a16ff8270133f063aab6c9977183d9e72835428,1537711.8991885055,2023-05-15
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xd0c096ac82eba8d7a26f96ffc34b4e3bba3a1122,5000.0,2023-05-15
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x425d16b0e08a28a3ff9e4404ae99d78c0a076c5a,49999.99999999999,2023-05-16
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x5180db0237291a6449dda9ed33ad90a38787621c,2000.0,2023-05-16
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x7a16ff8270133f063aab6c9977183d9e72835428,1537711.8991885055,2023-05-16
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xd0c096ac82eba8d7a26f96ffc34b4e3bba3a1122,5000.0,2023-05-16
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x2326d4fb2737666dda96bd6314e3d4418246cfe8,0.012686308927344583,2023-05-17
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x3c80a011d6dc046c46304c456e7f713e2efe2541,83945.41727647666,2023-05-17
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x425d16b0e08a28a3ff9e4404ae99d78c0a076c5a,50110.09940159051,2023-05-17
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x5180db0237291a6449dda9ed33ad90a38787621c,2000.0,2023-05-17
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x7a16ff8270133f063aab6c9977183d9e72835428,1537711.8991885055,2023-05-17
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb04e51df952ed99e57367b99790fadf525413d40,0.016092724992943203,2023-05-17
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xd0c096ac82eba8d7a26f96ffc34b4e3bba3a1122,8503.350330001213,2023-05-17
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x2326d4fb2737666dda96bd6314e3d4418246cfe8,0.012686308927344583,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x284a6c14ba3c6741ecd7cf4c76a7edf157dfc052,1600.0002185393619,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x358506b4c5c441873ade429c5a2be777578e2c6f,100.0,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x3c80a011d6dc046c46304c456e7f713e2efe2541,83945.41727647666,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x425d16b0e08a28a3ff9e4404ae99d78c0a076c5a,50110.09940159051,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x4d794f31fb3e6987d9875d33d84515b1b869200a,44000.84584805421,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x5180db0237291a6449dda9ed33ad90a38787621c,2000.0,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x5b2d776723f14c881bc69b5a479fa7ea0e6e3dc1,5500.0,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x70924482fd908923c8a7bc3e4c24df76561ea1ea,30.0,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x7a16ff8270133f063aab6c9977183d9e72835428,1438468.5902244628,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x823dafe1fcdd9e36387afb542497e837c85b50f4,47000.159116490155,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x8d859c31c4be7941fab20bd9b86e202c61681e45,40000.0,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xaa57b4d752aaf969ab53d75528a96729f2cc9af2,50000.681207884365,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb04e51df952ed99e57367b99790fadf525413d40,28500.20866346196,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,29000.029074332648,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb8d9f9069ad902df16db85c0563b1095b997f225,150.0,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb93ca0b396ce95bc80e623800ddb15ad2c0bca64,40000.0,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xd0c096ac82eba8d7a26f96ffc34b4e3bba3a1122,8503.350330001213,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xe057e6386047c690f6d2804ecd61e68441774bbc,99999.99999999999,2023-05-18
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x1aceff73c5c3afc630c1fc8b484527a23f4eb134,1500.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x2326d4fb2737666dda96bd6314e3d4418246cfe8,0.012686308927344583,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x24f25366213981878e791786f9f9a8bd3fba41da,49343.51362603781,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x284a6c14ba3c6741ecd7cf4c76a7edf157dfc052,1600.0002185393619,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x358506b4c5c441873ade429c5a2be777578e2c6f,100.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x3c80a011d6dc046c46304c456e7f713e2efe2541,83945.41727647666,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x425d16b0e08a28a3ff9e4404ae99d78c0a076c5a,50110.09940159051,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x46a83dc1a264bff133db887023d2884167094837,1621.6339204946134,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x4d794f31fb3e6987d9875d33d84515b1b869200a,74001.64151588008,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x5180db0237291a6449dda9ed33ad90a38787621c,2000.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x5b2d776723f14c881bc69b5a479fa7ea0e6e3dc1,5500.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x70924482fd908923c8a7bc3e4c24df76561ea1ea,30.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x7563839e02004d3f419ff78df4256e9c5dd713ed,3000.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x7a16ff8270133f063aab6c9977183d9e72835428,1438468.5902244628,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x823dafe1fcdd9e36387afb542497e837c85b50f4,47000.159116490155,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x8d859c31c4be7941fab20bd9b86e202c61681e45,40000.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x9ecdb5055dda16248cc1f243268fb568ad31b56e,145.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xaa57b4d752aaf969ab53d75528a96729f2cc9af2,50000.681207884365,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb04e51df952ed99e57367b99790fadf525413d40,29500.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,29000.029074332648,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb8d9f9069ad902df16db85c0563b1095b997f225,150.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xb93ca0b396ce95bc80e623800ddb15ad2c0bca64,40000.0,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xc62eecc24cb6e84da2409e945ddcf7386118c57a,20999.999999999996,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xd0c096ac82eba8d7a26f96ffc34b4e3bba3a1122,8004.3198534219855,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0xe057e6386047c690f6d2804ecd61e68441774bbc,100007.2086684733,2023-05-19
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x0061b29221f26ac2e8f6eef4d242f03dcd306501,6000.0,2023-05-20
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x02d5528a168622afc3b2bcb9daf015decef5fad1,13000.0,2023-05-20
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,0x1109297e392d92c1613fdbdf30579a0215c20da9,290000.0,2023-05-20
