address,time_stamp,user,collateral,debt,n1,n2,liquidation_discount,transaction_hash
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 07:53:23,0x7aaee144a14ec3ba0e468c9dcf4a89fdb62c5aa6,48658791344319332491,64518313647622431576228,20,29,60000000000000000,0x63720c5a66fe1d490fd4e530639412bfaebd038bbac8a2d8e6d8c2f1113d8cb3
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 08:22:35,0x581871d3bc7959c9bb94a186187036d55a255d9a,13431287776116307291,10500412694725257721987,72,81,60000000000000000,0x86eef1f8a4a929b88efc24683048b11f8c7f4b7925227d855b943c41d9366867
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 08:23:47,0x581871d3bc7959c9bb94a186187036d55a255d9a,13431287776116307291,21000413861253370285980,3,12,60000000000000000,0x9e788788dac1424dd2a06be5e7bd77ffa4da14652feb6251a84974579fdca5ab
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 08:57:59,0x63fe1742192f07d67739cc0f091645a2a50804e1,49969095445304847744,81387646398392385863272,-1,8,60000000000000000,0x73bddceee585508bfaab74138e3860cbf024b633d9c41dcc7b02e98b852d9e9d
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 12:47:47,0xf10918fc1725a65960db2b906b4868a0fdbb6870,20332833126646901032,33786299332379381877999,-3,6,60000000000000000,0xd57e09c0aadbc3981dae4d6bd12ed78eb7c4d5a825bb3e863f04f837f50cf999
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 13:03:59,0xd0c096ac82eba8d7a26f96ffc34b4e3bba3a1122,0,0,0,0,0,0xe35685c282d0031afb343e290d380e637eced771a19c840a788731afd31d0450
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 14:09:11,0xb221963cad5856c657647d7126a6fe6a47cac773,0,0,0,0,0,0x0338a8c6883d8256b13ee6d588b3e87c4e283e31a8a1c91fb21321446188b76a
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 14:42:11,0x297522b5093c0200eb397fc60e0b02d5368312bd,10554147419328679651,15000000000000000000000,13,22,60000000000000000,0x24c5a311baa4206f8080e24310eda1218bf00c47f4045c2ebce559d1cff5c827
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 14:43:11,0xb221963cad5856c657647d7126a6fe6a47cac773,30087015654306809353,50326201444558253319634,-1,2,60000000000000000,0xd2afc029627adc4d700bfaa8e64f5500ca3fa26ed64eb3de812fd8656a96307f
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-05-31 16:59:47,0xb221963cad5856c657647d7126a6fe6a47cac773,30087015654306809350,51849025908702721203703,-3,0,60000000000000000,0x4a7d6794409f6fe72a7cd9b3105eca304964fad92617bffdf76e3caeee5da5fe
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 02:50:23,0x284a6c14ba3c6741ecd7cf4c76a7edf157dfc052,1536218738756248090,1601683002288924671297,46,50,60000000000000000,0x249d1106ce82f32ae51bcf7bb50442fef761f36c2189630f9ec7552b706ebab2
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 03:15:11,0x3e909f4eba38ddc71aa72e1ba3be7edd312818c2,47288378183705450570,70026725306585182483479,9,18,60000000000000000,0x03ad9d720095712a88b38db2ccfad08a21f99b419ada1193a49c48d53259a696
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 03:50:23,0xe5350e927b904fdb4d2af55c566e269bb3df1941,57458722063253228705,40032556003556861504904,84,93,60000000000000000,0xa4ec547e0dabc44caf5841cc33b9ed82cc672b9565221692ae765a1bd21f171e
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 03:51:59,0xe5350e927b904fdb4d2af55c566e269bb3df1941,57458722063253228705,80032561936121021935623,15,24,60000000000000000,0xc463903df51e14ac03dfc88d125f8d9ee675fd2842bab7bbb3f6ae16bc220ffd
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 03:54:23,0x6977e753e022f65ebeb170d8267b2ea54a431523,2401128498081099615,3854108302367182515754,3,7,60000000000000000,0xde095c2b8ed46359f574bd5b9571912aba1b466a1703e0578ebc5f6a9ca44f93
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 06:04:11,0x537f83ea54e89c967cef5fc313c9160ed2a4ae5c,36412545280755421425,40000000000000000000000,38,47,60000000000000000,0x2a5e738098a02dd88c6409780878507e3d743acea5ff8a70f4711f88e4b65866
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 08:26:23,0x3f06b60ef62378c7c31fd6f448015ecb83df214a,6672280402334339285,11161113415826856819532,-3,6,60000000000000000,0xdaf289f7d8159486da6f2777303a964324a9b68e597bc0c018d6b58647168e6d
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 09:13:35,0x99d112cc5c9fcbbfcb8c29ddcfff3be8fb0a6ef8,959216135909379198,950000000000000000000,49,58,60000000000000000,0x0c452cf738501c5ea17d9f6d65dfc2226dfe4a4d605b7ed55a7cc8add2bb6699
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 09:14:59,0x387acb7f56a6f29137a21d7eb755a3f638cab45b,229068034357594609044,315127925214713599842816,16,25,60000000000000000,0x62374e07c595b0841b6bb85902eb03b75269787fc3817713435a8cf87bf7fe0f
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 12:41:59,0xa76fbe3d58ab47f5406a1f0434e9553343ab17e6,20372922194778912564,20000000000000000000000,50,59,60000000000000000,0x2af7ae9d99cf660c5e6213d6481cd472c281efa5bcfcdccd5144df14e0bb9e47
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 12:49:35,0xa76fbe3d58ab47f5406a1f0434e9553343ab17e6,25520504830760460892,20000013766275685155500,72,81,60000000000000000,0xe57cd3352746e8a471c2d86214a09e759a6363cf3ab6e5157f3425f831d0b1ca
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 16:35:59,0x2c1f5264f587d029ccfb80dff18d67b47b0e671f,95905054482517445578,140000000000000000000000,10,19,60000000000000000,0x399908ab4a2aa2f129f6b897268aa180371efe7f268ab2f1a3200d58ffcd7646
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 16:48:11,0xe057e6386047c690f6d2804ecd61e68441774bbc,260675161118559967367,220217160282010990428032,64,73,60000000000000000,0x1470436125b47564de7cd0d4e0f99a08c895fe619617284b4fa64bbbd889dc42
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 16:49:47,0xe057e6386047c690f6d2804ecd61e68441774bbc,260675161118559967367,340217192496543420141922,21,30,60000000000000000,0xe84f3e3be9508d08c5c2391a55a9f600cc85379184b1809f85dcd5ad1bcf1a0f
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 16:59:35,0x9c283aa6b1e6676b5ded6c2a6242a80589c59112,2397938808969832539,3000000000000000000000,25,34,60000000000000000,0xf69cd477331f8b4e278f4d752d1e59fdbe534104fcf3cc6d6e31e48b0478bcaa
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 20:09:11,0x2608885d09780ebda5cbd90e3a564f6af5a2b128,1918321215138430666,3306340867046120872838,-3,0,60000000000000000,0x9e11f28b7f3059fbeba34c85c8c0b556bb87298cef6b781831197dbd9c7a2511
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 20:21:35,0x2608885d09780ebda5cbd90e3a564f6af5a2b128,3614268346507425644,3306344674531507872864,60,63,60000000000000000,0x7d0c53c27d46d35ac1baf169137981bca54c1c7aeb8b05813f98149f6eca3661
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 20:22:35,0x2608885d09780ebda5cbd90e3a564f6af5a2b128,3614268346507425644,6229419067881043622252,-3,0,60000000000000000,0x995c55739ce93c1592c2a43c889a8412cf8fb86856f165720e7e03dd031b0f8c
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 20:32:11,0x2608885d09780ebda5cbd90e3a564f6af5a2b128,5112910986583872748,6229424623639129248918,31,34,60000000000000000,0x13282f9efcb388b47879963b4c6693592c26cd3616e199f7c9552b21e40ff56e
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 20:36:35,0x2608885d09780ebda5cbd90e3a564f6af5a2b128,5112910986583872748,8629427170736267540755,-1,2,60000000000000000,0xed471abd2bdf60deb3b97f69d12a6c285357ca0f1ca54468eb689a0606d64cb6
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-01 23:57:59,0xc62eecc24cb6e84da2409e945ddcf7386118c57a,32670136640245119715,54657016170120781877505,-3,6,60000000000000000,0xf18cbec02e41737dc3a17265e22da2cc22e9f5cda33bccc8d7d09eef22455613
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 05:42:11,0x438501e7d44287238de937ba656beddb79aea20d,959429945057469398,1000000000000000000000,44,53,60000000000000000,0x2dd5aae49406f870fc85dbc7eea95d8c74bebe94d9db43746e044e595522a6fd
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 08:58:35,0x60a8127c4d6f21303d5b5dc51b36449d32475900,4795460790852765122,6004231187948097079696,25,34,60000000000000000,0xef70256350042e707e5f66e12b4ddb6d92883aecfc213d8e3c0fa02dd270ae34
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 11:03:35,0x8607a7d180de23645db594d90621d837749408d5,720000000000000000000,808513730962403951019350,36,45,60000000000000000,0xc56b8094381d5c423ff94435c5a14b36fdb486e58cc3f964f12dfb1b6819bb2d
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 13:38:47,0x7a16ff8270133f063aab6c9977183d9e72835428,115792089237316195423570985008687907853269984665640564039457584007913129639935,1552295687540742806042713,-5,4,60000000000000000,0x22d214f5d44cd5aa5c2df99e48f12c443ed991b8e83fea45f2decddea394e13c
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:02:59,0x3c80a011d6dc046c46304c456e7f713e2efe2541,0,0,0,0,0,0x275d7d7bf33691cb98b8fe0e667355f1cb582cc119aa2f7a0b9ba066a8366e63
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:35:35,0x46a83dc1a264bff133db887023d2884167094837,963760088204780238408,1008982080894882621849125,43,52,60000000000000000,0x19cc52b0de758f502c832090e5bd3a6f426343655f85f8d29e8bd9121ca6355f
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:42:35,0x3c80a011d6dc046c46304c456e7f713e2efe2541,5000000000000000000,8450159068486599485612,-4,5,60000000000000000,0xaeda074b24dd8076a2daacfac411c0764118a8527d4f8c833f3021589fe59c86
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:46:23,0x3c80a011d6dc046c46304c456e7f713e2efe2541,9298999999999999995,15715610839173395115287,-4,5,60000000000000000,0xe350b4f4d20ffefc9b6292ce0d7ff76c63ad3127545c150a0caccd7edabe166b
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:49:23,0x3c80a011d6dc046c46304c456e7f713e2efe2541,12994999999999999990,21961974686759321771653,-4,5,60000000000000000,0xbd845e491eecf176ee9339a15021887fa4c0946fa6861b99709c1726a1eec344
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:52:11,0x3c80a011d6dc046c46304c456e7f713e2efe2541,16170999999999999985,27329523559939412443840,-4,5,60000000000000000,0xb512abed4790a017bad8db9f92ca52330e6d10d8b4a1475877f68a4b7117fab8
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:55:11,0x3c80a011d6dc046c46304c456e7f713e2efe2541,18899999999999999980,31941629731759267828714,-4,5,60000000000000000,0x639b318b3df30a71821924916afbccfb5fd7a88f62979024d7f672ad39d756da
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 14:59:23,0x3c80a011d6dc046c46304c456e7f713e2efe2541,21244999999999999975,31941638310135418818057,7,16,60000000000000000,0xc1a28f2f282fed530d4b5bf0270ff04643d46377f42f961e4eff1662dc60e9b7
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 15:10:11,0x3c80a011d6dc046c46304c456e7f713e2efe2541,21244999999999999975,35904791261426011380343,-4,5,60000000000000000,0x3f2d16d512099b708c7daedbe0a218e4313c2ea009aaa4a7bf028792cf6cb81b
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 16:26:47,0xb221963cad5856c657647d7126a6fe6a47cac773,30087015654306809350,52386311439435215451906,-4,-1,60000000000000000,0x9784ace858f84cb974f1808473666965dd89ff6b30edbcffdef7a4aa95c5b992
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 19:45:23,0xd72cf23146ec9a9ef1a9db0dbb21f30ef7a76615,9590358968846274537,6000000000000000000000,94,103,60000000000000000,0xba15a840fe1cf19789524187166b16ddc96ca2af09ff3ef87aafbebe4932c741
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 19:46:23,0xf9a2fa22cb7df26e3a10622c696f37fc345c6239,107672687368090914009,183811940323217233719013,-5,4,60000000000000000,0x8a3101cf36721ef36389d3d4aa170486b0b621b3bd4438e0f2d97186c1896e98
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 19:59:11,0xb221963cad5856c657647d7126a6fe6a47cac773,30087015654306809350,52916185367988741101215,-5,-2,60000000000000000,0x08ab94178bd8a590a38ae66d11a15948f04277c34e99efb76033fd31bfaef0f5
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-02 22:13:47,0x9f551d9eca6e3faade610357adeb8d5822ee0fbe,1053998927628277744,1500000000000000000000,13,22,60000000000000000,0x99eaf2300f1a9b30bc8abbc104a8173142ee4a687a953914363aaee0eef65eec
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 00:17:23,0x297522b5093c0200eb397fc60e0b02d5368312bd,14870102190306074459,15004525513295201135375,47,56,60000000000000000,0x917d711cd0f9d95c1c44f4b222741d852e14d5a944f230f8d38481bb78d96360
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 01:38:35,0x297522b5093c0200eb397fc60e0b02d5368312bd,14870102190306074459,24004603665524708637841,0,9,60000000000000000,0x1b55bbed4200915b96d125142e4c707360fc63eb3d25db3445e4ab883a8116d7
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 01:56:47,0x297522b5093c0200eb397fc60e0b02d5368312bd,16308695236907023673,25841824886819917217137,2,11,60000000000000000,0xb81f9468e66a2bd9cde6997f91fb75e30f81ee9f9443df55786a803b2d1ca2b6
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 03:36:35,0x0c2a79952279176fe646a01650835843fc226a2f,2876986431064101046,4911554749529895135741,-5,4,60000000000000000,0xe6531a92b0cc2f640b4f551997e7671eb31aeddca06395b913ae44aced562b65
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 06:36:47,0x9964ad612c1ecf318efd14766851548bab8d05d3,2876940682044979731,4400000000000000000000,8,11,60000000000000000,0x61285406c6509bf1f413f39f1c565fa02e73b05127c7961425d051479e6b902a
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 08:27:11,0xbe78a774fa6d174fb36f8d9b41782be0aa0e54ce,102911299999999999998,82052054037534580575264,57,94,60000000000000000,0xbf3c9169133064d9675b3eefeaf7991ce5305c1e4158b370d5c84527a74e03fa
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 08:28:23,0xbe78a774fa6d174fb36f8d9b41782be0aa0e54ce,102911299999999999998,126252058937041822424309,14,51,60000000000000000,0xf2694cba15f8dcb9366626b3e868f037fc5a33b82cb7d59795ea209ff684ec04
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 08:38:47,0xbe78a774fa6d174fb36f8d9b41782be0aa0e54ce,112501016555422046520,126252124273193718349467,23,60,60000000000000000,0x498f43b522b3ebdd3b5de16f9b0ec1125bee79b10ea1e60b674eec9f86386fb0
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 11:44:47,0xabeaa41fd6a7464b1203b24486526b0461a5cea4,9634944422312421279,15000000000000000000000,4,13,60000000000000000,0x8a9d291d009ea58e7486c0fba20a176284c32626dbed0e6efbf2f8c339b5fe3c
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 11:55:59,0xabeaa41fd6a7464b1203b24486526b0461a5cea4,17088427646924195576,20000008424589021467656,32,41,60000000000000000,0x712289d64b93ffa69c3518575f07d1dd74ac914ab686e0bd76cfdd982784033e
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 20:02:11,0x51bd4c735927f958a90db80398826ff47a9832f1,4601567315659676097,5500000000000000000000,30,39,60000000000000000,0x05cc7b6f69d2caa3faea72bca06b42fd16cafdb13aac510c079df4437e30f1ca
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 21:25:35,0xf10918fc1725a65960db2b906b4868a0fdbb6870,21575753521882398816,36049180103830380569864,-3,6,60000000000000000,0x8b56f6435fe8fa8289dc53d08bb4e476da9593c9247f433b99da39366ca39a87
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 21:27:35,0x387acb7f56a6f29137a21d7eb755a3f638cab45b,265218697666897134669,390212372358806880528815,9,18,60000000000000000,0x461d0b0587d6bfc18dfeb36b1923f6f29606764603d7e79e3615bc44007d6b2d
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-03 22:26:47,0x51bd4c735927f958a90db80398826ff47a9832f1,4601567315659676097,4500040023928131164462,50,59,60000000000000000,0x0a0e96d3bec6a4a535bf329cbc9fb94de4a30f5d79352675c18693ebd28d2858
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 05:58:23,0x5f55059a1bd5598053a2127d5f642ecd3a68eb3c,61377523994938328078,19018839818670628410166,164,173,60000000000000000,0x1cc4daf630a15b8e6b7ab3726f1c36c54d5e306d90c858c72bb461edd60125f4
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 06:04:23,0x5f55059a1bd5598053a2127d5f642ecd3a68eb3c,61377523994938328078,51018845643152515376984,66,75,60000000000000000,0x4c06c01dcf93b65354cde8a80574fe11190fe9fba820de9b0f39eb1ab0c73821
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 07:09:11,0x537f83ea54e89c967cef5fc313c9160ed2a4ae5c,0,0,0,0,0,0x9d43e006b997b00488da268c501773e15c48f10a5d87a80930e4563fe5801e82
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 07:37:35,0x0a854bd5daa8d3959ac2b453e51ae4f2e5f6f4e0,3591837902250682199,5500000000000000000000,5,14,60000000000000000,0x89806720917961269f08b60da86a8b5a12cf6ff760dd5b04a7308cb09f650718
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 07:42:59,0x2e89a9e33feae350311c943d8644b8288270c99b,105586497014928100139,72053758816909366125244,86,95,60000000000000000,0x2a73a67490c854542632bbdabec19aaf3b2a0b4da92fd166b4ec38bd3b65415a
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 07:50:35,0xfdc7407dcccacc2c70a9a3f01fa47ee799e1c0a2,0,0,0,0,0,0x36996cc49bb6a4b98c5b2bc2c17abf0ff0e8b2e3988b56db351817d491f4b7b0
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 09:16:35,0x3c80a011d6dc046c46304c456e7f713e2efe2541,23257999562594205064,39309825422103134877981,-4,5,60000000000000000,0x79b3824b9ef8ea474c42ca5492fdceecd0811f3c8e82e9e55205dad5afbbd976
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 09:21:59,0x3c80a011d6dc046c46304c456e7f713e2efe2541,24969983431870833492,42209836243870770528771,-4,5,60000000000000000,0x0eb331e2cd342f513fe70d1dd19252ae681652db489cd3ac2840f3a7dac9faf6
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 09:25:47,0x3c80a011d6dc046c46304c456e7f713e2efe2541,26429355721237909675,44609844424874069421391,-4,5,60000000000000000,0x05def55f78f1a50300cbec71173a6e9328e9c6750e02fd781a3f5bc520d03851
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 09:32:59,0x3c80a011d6dc046c46304c456e7f713e2efe2541,27637141571324453774,47186184803549959677733,-5,4,60000000000000000,0x228dced691976d5d45bb6b188520243be196312f9014c48510d5452d88e1ad3d
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 11:43:11,0xcb9df70e38a806b452220324a963c26723d4d0fd,3260022012418268530,2000000000000000000000,96,105,60000000000000000,0xb37aebe2b9f6a0bba7ab3ac2562f0a27f47913926f31e6ccba2b5a654ffeb877
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 12:35:11,0xe81b85cd6903deccfea9c4d3fa87d29bf02e5cc0,50457906517933500117,86149945728406859702030,-5,4,60000000000000000,0xe0bcc99ffa1d75ae70e009a98e02a43e2bb6410894187cab3bb52d881a085c10
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 13:23:47,0xb04e51df952ed99e57367b99790fadf525413d40,34112812308211337065,37903498525026129182,727,731,60000000000000000,0x672e2a5068c4f19d7ffe4dfd8b10d92332bf6c716406c701cc9d78e161c43d2c
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 13:31:47,0xb04e51df952ed99e57367b99790fadf525413d40,34112812308211337065,58037903514072230594470,-3,1,60000000000000000,0x068b853e0bfe4b4651c928d1cab5abf960e6ad59aeefd5f7f802cd83c90a04ef
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 14:52:47,0x294125ebe0a93815a68e0165935c521275e2dc1e,1000000000000000000,1594573854587194440538,-5,18,60000000000000000,0x097680ecb1cd19dbac0354546e118d557263f64869a1f2f4c1e19ed43f4a2764
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 22:02:59,0x63fe1742192f07d67739cc0f091645a2a50804e1,49969095445304847744,82526549509688980095259,-2,7,60000000000000000,0x784cdd98ba5667c263931b1b961e02b95c68ad2d510551cd95b16e4083a20b43
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 23:11:35,0xd72cf23146ec9a9ef1a9db0dbb21f30ef7a76615,12946968910758245313,6000992031463758546786,124,133,60000000000000000,0x3a9ffd508ff48acaafa403b6a1c9b77e79bec671026e853f3640a3e0b5e70b76
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-04 23:42:23,0xb115aff9ce430fef6fcde91099a377795a4319bf,50000000000000000000,6162869934728925675662,256,265,60000000000000000,0xb084ed4cd64780386cf71a0fd9378c6437de06e4c426c80a2ecdac24703e456f
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 03:51:23,0xb957dccaa1ccfb1eb78b495b499801d591d8a403,1000000000000000000,1250975629514706226694,6,55,60000000000000000,0x191dfafc67fc94354a509924bb37cf08c220e08295ba8ad7b1f25ebef1b8533e
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:19:47,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,26774926006992310142,29042078433984824866481,40,49,60000000000000000,0x84990f60d86a3f6b7069737519cd15fe17b807f38c3ebd6599f69ee74e92df93
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:21:11,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,26774926006992310142,44042080110447407463723,-2,7,60000000000000000,0xba74ee390589fe3c007a7237fdb530898bc52e3e9fb960804ca39373132e9c52
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:26:35,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,34446508837898391927,44042089916624216840779,23,32,60000000000000000,0xc6cd23d807b3f4ca8862712bb8931c7893acd780babf6162380af190807968fe
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:27:23,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,34446508837898391927,57042091372939641645406,-2,7,60000000000000000,0xc4c0419c6704d2d8b336c7e5ddd65548c981d110a72065b64cc8ded6db3427cc
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:32:23,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,41093189324128747640,57042103161680575872219,15,24,60000000000000000,0xbff59142ae8cbe254eef069e778a64efed1b0991986faaa6ce2b6c9af9dedfe3
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:33:59,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,41093189324128747640,68042106936487016300999,-2,7,60000000000000000,0x73274d08146b144d6dfaa3b2a1cf2d53bafba7b7d0c527ae98b82c120f807e4b
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:38:59,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,46717007234056796574,68042120998455786261846,10,19,60000000000000000,0x56eed1f946462b538037c010e27376ba62c631cf17f6cc9229a660d31a518732
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:40:35,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,46717007234056796574,77042125505948466321342,-2,7,60000000000000000,0x470eae045e0880a76941077a42eacf7531b004d9439b74fb9f342f078971c12c
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:43:59,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,51320652387138400356,77042136351219358509721,7,16,60000000000000000,0xc80f6811ba62884f7d67f3ae4fe31cffb3242932800c38d4567117adc82128a3
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 07:45:47,0xb71ddd9c9edaf9ff760ff8990aecfd04b0bf105e,51320652387138400356,84792142101023102739061,-2,7,60000000000000000,0xf329af4e33de99cfe4b88561582dc232d3052407d29c0611b2f111f3c1fb9cc0
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 08:12:23,0x94a0aeab31479260a9f24951c5ed9b5ddb59f0da,290000000000000000000,400000000000000000000000,16,25,60000000000000000,0xde8d30902cb7d258c67c66ec84d5289f260ed55338c5b9ef9f97b8175eb85b9a
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 08:16:47,0x823dafe1fcdd9e36387afb542497e837c85b50f4,53784422918576317151,92268100140691467421206,-3,1,60000000000000000,0x4d49f6f4f80578f8e5d55db0a6d0abd474611665b6a421b7a14b2a184e3c24ad
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 08:33:23,0x7cf9dbd72ffd36b1c9c154653c531fcfef4c7b2f,10248412646417996383,17323747567797076648013,-4,5,60000000000000000,0xdaf9a0e2e4aa56d10284d3a8a85c092eea83e3e5fc745b533b016e445561c8c4
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 09:01:11,0x823dafe1fcdd9e36387afb542497e837c85b50f4,76793714055287394087,92268282001931305476228,32,36,60000000000000000,0x1a5143754bd8be4eca472f787eff3087d3b99c8cbbb80adbc9499871ad22b008
0x8472a9a7632b173c8cf3a86d3afec50c35548e76,2023-06-05 09:12:47,0x823dafe1fcdd9e36387afb542497e837c85b50f4,76793714055287394087,131668329857212111798978,-3,1,60000000000000000,0x92fadffb51750b4f82a54c66b493d47225e43052ae4d0e6bd0023525db43c7cb
